2757
03-Jun-2015 15:41:38
HB,1138_bus,1138,1138,4054,1,0,0,1,1,1,power network problem
HB,494_bus,494,494,1666,1,0,0,1,1,1,power network problem
HB,662_bus,662,662,2474,1,0,0,1,1,1,power network problem
HB,685_bus,685,685,3249,1,0,0,1,1,1,power network problem
HB,abb313,313,176,1557,1,1,0,0,0,0,least squares problem
HB,arc130,130,130,1037,1,0,1,0,0.7586805555555556,0,materials problem
HB,ash219,219,85,438,1,1,0,0,0,0,least squares problem
HB,ash292,292,292,2208,1,1,0,0,1,1,least squares problem
HB,ash331,331,104,662,1,1,0,0,0,0,least squares problem
HB,ash608,608,188,1216,1,1,0,0,0,0,least squares problem
HB,ash85,85,85,523,1,1,0,0,1,1,least squares problem
HB,ash958,958,292,1916,1,1,0,0,0,0,least squares problem
HB,bcspwr01,39,39,131,1,1,0,0,1,1,power network problem
HB,bcspwr02,49,49,167,1,1,0,0,1,1,power network problem
HB,bcspwr03,118,118,476,1,1,0,0,1,1,power network problem
HB,bcspwr04,274,274,1612,1,1,0,0,1,1,power network problem
HB,bcspwr05,443,443,1623,1,1,0,0,1,1,power network problem
HB,bcspwr06,1454,1454,5300,1,1,0,0,1,1,power network problem
HB,bcspwr07,1612,1612,5824,1,1,0,0,1,1,power network problem
HB,bcspwr08,1624,1624,6050,1,1,0,0,1,1,power network problem
HB,bcspwr09,1723,1723,6511,1,1,0,0,1,1,power network problem
HB,bcspwr10,5300,5300,21842,1,1,0,0,1,1,power network problem
HB,bcsstk01,48,48,400,1,0,1,1,1,1,structural problem
HB,bcsstk02,66,66,4356,1,0,1,1,1,1,structural problem
HB,bcsstk03,112,112,640,1,0,1,1,1,1,structural problem
HB,bcsstk04,132,132,3648,1,0,1,1,1,1,structural problem
HB,bcsstk05,153,153,2423,1,0,1,1,1,1,structural problem
HB,bcsstk06,420,420,7860,1,0,1,1,1,1,structural problem
HB,bcsstk07,420,420,7860,1,0,1,1,1,1,duplicate structural problem
HB,bcsstk08,1074,1074,12960,1,0,1,1,1,1,structural problem
HB,bcsstk09,1083,1083,18437,1,0,1,1,1,1,structural problem
HB,bcsstk10,1086,1086,22070,1,0,1,1,1,1,structural problem
HB,bcsstk11,1473,1473,34241,1,0,1,1,1,1,structural problem
HB,bcsstk12,1473,1473,34241,1,0,1,1,1,1,duplicate structural problem
HB,bcsstk13,2003,2003,83883,1,0,1,1,1,1,computational fluid dynamics problem
HB,bcsstk14,1806,1806,63454,1,0,1,1,1,1,structural problem
HB,bcsstk15,3948,3948,117816,1,0,1,1,1,1,structural problem
HB,bcsstk16,4884,4884,290378,1,0,1,1,1,1,structural problem
HB,bcsstk17,10974,10974,428650,1,0,1,1,1,1,structural problem
HB,bcsstk18,11948,11948,149090,1,0,1,1,1,1,structural problem
HB,bcsstk19,817,817,6853,1,0,1,1,1,1,structural problem
HB,bcsstk20,485,485,3135,1,0,1,1,1,1,structural problem
HB,bcsstk21,3600,3600,26600,1,0,1,1,1,1,structural problem
HB,bcsstk22,138,138,696,1,0,1,1,1,1,structural problem
HB,bcsstk23,3134,3134,45178,1,0,1,1,1,1,structural problem
HB,bcsstk24,3562,3562,159910,1,0,1,1,1,1,structural problem
HB,bcsstk25,15439,15439,252241,1,0,1,1,1,1,structural problem
HB,bcsstk26,1922,1922,30336,1,0,1,1,1,1,structural problem
HB,bcsstk27,1224,1224,56126,1,0,1,1,1,1,structural problem
HB,bcsstk28,4410,4410,219024,1,0,1,1,1,1,structural problem
HB,bcsstk29,13992,13992,619488,1,1,1,0,1,1,structural problem
HB,bcsstk30,28924,28924,2043492,1,1,1,0,1,1,structural problem
HB,bcsstk31,35588,35588,1181416,1,1,1,0,1,1,structural problem
HB,bcsstk32,44609,44609,2014701,1,1,1,0,1,1,structural problem
HB,bcsstk33,8738,8738,591904,1,1,1,0,1,1,structural problem
HB,bcsstm01,48,48,24,1,0,1,0,1,1,structural problem
HB,bcsstm02,66,66,66,1,0,1,1,1,1,structural problem
HB,bcsstm03,112,112,72,1,0,1,0,1,1,structural problem
HB,bcsstm04,132,132,66,1,0,1,0,1,1,structural problem
HB,bcsstm05,153,153,153,1,0,1,1,1,1,structural problem
HB,bcsstm06,420,420,420,1,0,1,1,1,1,structural problem
HB,bcsstm07,420,420,7252,1,0,1,1,1,1,structural problem
HB,bcsstm08,1074,1074,1074,1,0,1,1,1,1,structural problem
HB,bcsstm09,1083,1083,1083,1,0,1,1,1,1,structural problem
HB,bcsstm10,1086,1086,22092,1,0,1,0,1,1,structural problem
HB,bcsstm11,1473,1473,1473,1,0,1,1,1,1,structural problem
HB,bcsstm12,1473,1473,19659,1,0,1,1,1,1,structural problem
HB,bcsstm13,2003,2003,21181,1,0,1,0,1,1,computational fluid dynamics problem
HB,bcsstm19,817,817,817,1,0,1,1,1,1,structural problem
HB,bcsstm20,485,485,485,1,0,1,1,1,1,structural problem
HB,bcsstm21,3600,3600,3600,1,0,1,1,1,1,structural problem
HB,bcsstm22,138,138,138,1,0,1,1,1,1,structural problem
HB,bcsstm23,3134,3134,3134,1,0,1,1,1,1,structural problem
HB,bcsstm24,3562,3562,3562,1,0,1,1,1,1,structural problem
